JournalID,LineNumber,PostingDate,EntityID,AccountCode,Debit,Credit,Amount,Description,IntercompanyEntityID,IsIntercompany
JNL1191,1,2025-05-28,ENT002,820,8500.00,0.00,8500.00,Store Operating Costs - M11,,FALSE
JNL1191,2,2025-05-28,ENT002,810,4200.00,0.00,4200.00,Store Operating Costs - M11,,FALSE
JNL1191,3,2025-05-28,ENT002,100,0.00,12700.00,-12700.00,Store Operating Costs - M11,,FALSE
JNL1192,1,2025-05-15,ENT003,110,218500.00,0.00,218500.00,Freight Service Revenue - M11,,FALSE
JNL1192,2,2025-05-15,ENT003,600,0.00,218500.00,-218500.00,Freight Service Revenue - M11,,FALSE
JNL1193,1,2025-05-15,ENT003,710,61180.00,0.00,61180.00,Fleet Fuel & Maintenance - M11,,FALSE
JNL1193,2,2025-05-15,ENT003,810,6500.00,0.00,6500.00,Fleet Fuel & Maintenance - M11,,FALSE
JNL1193,3,2025-05-15,ENT003,100,0.00,67680.00,-67680.00,Fleet Fuel & Maintenance - M11,,FALSE
JNL1194,1,2025-05-28,ENT003,800,69000.00,0.00,69000.00,Driver Payroll - M11,,FALSE
JNL1194,2,2025-05-28,ENT003,805,8280.00,0.00,8280.00,Driver Payroll - M11,,FALSE
JNL1194,3,2025-05-28,ENT003,100,0.00,69000.00,-69000.00,Driver Payroll - M11,,FALSE
JNL1194,4,2025-05-28,ENT003,330,0.00,8280.00,-8280.00,Driver Payroll - M11,,FALSE
JNL1195,1,2025-05-28,ENT003,890,4500.00,0.00,4500.00,Vehicle Depreciation - M11,,FALSE
JNL1195,2,2025-05-28,ENT003,210,0.00,4500.00,-4500.00,Vehicle Depreciation - M11,,FALSE
JNL1196,1,2025-05-15,ENT004,100,25000.00,0.00,25000.00,Property Rent Collection - M11,,FALSE
JNL1196,2,2025-05-15,ENT004,620,0.00,25000.00,-25000.00,Property Rent Collection - M11,,FALSE
JNL1197,1,2025-05-28,ENT004,895,5200.00,0.00,5200.00,Bank Facility Interest - M11,,FALSE
JNL1197,2,2025-05-28,ENT004,100,0.00,5200.00,-5200.00,Bank Facility Interest - M11,,FALSE
JNL1198,1,2025-05-28,ENT001,180,16000.00,0.00,16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1198,2,2025-05-28,ENT001,650,0.00,16000.00,-16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1199,1,2025-05-28,ENT002,880,10000.00,0.00,10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1199,2,2025-05-28,ENT002,380,0.00,10000.00,-10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1200,1,2025-05-28,ENT003,880,6000.00,0.00,6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1200,2,2025-05-28,ENT003,380,0.00,6000.00,-6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1201,1,2025-05-28,ENT003,180,8500.00,0.00,8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1201,2,2025-05-28,ENT003,600,0.00,8500.00,-8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1202,1,2025-05-28,ENT002,750,8500.00,0.00,8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1202,2,2025-05-28,ENT002,380,0.00,8500.00,-8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1203,1,2025-06-15,ENT001,110,186400.00,0.00,186400.00,Advisory Billings - M12,,FALSE
JNL1203,2,2025-06-15,ENT001,610,0.00,186400.00,-186400.00,Advisory Billings - M12,,FALSE
JNL1204,1,2025-06-28,ENT001,800,87375.00,0.00,87375.00,Monthly Payroll - M12,,FALSE
JNL1204,2,2025-06-28,ENT001,805,10485.00,0.00,10485.00,Monthly Payroll - M12,,FALSE
JNL1204,3,2025-06-28,ENT001,100,0.00,87375.00,-87375.00,Monthly Payroll - M12,,FALSE
JNL1204,4,2025-06-28,ENT001,330,0.00,10485.00,-10485.00,Monthly Payroll - M12,,FALSE
JNL1205,1,2025-06-28,ENT001,820,12000.00,0.00,12000.00,Operating Costs & Rent - M12,,FALSE
JNL1205,2,2025-06-28,ENT001,830,3500.00,0.00,3500.00,Operating Costs & Rent - M12,,FALSE
JNL1205,3,2025-06-28,ENT001,100,0.00,15500.00,-15500.00,Operating Costs & Rent - M12,,FALSE
JNL1206,1,2025-06-15,ENT002,100,326200.00,0.00,326200.00,Food Retailing Sales - M12,,FALSE
JNL1206,2,2025-06-15,ENT002,600,0.00,326200.00,-326200.00,Food Retailing Sales - M12,,FALSE
JNL1207,1,2025-06-15,ENT002,700,189196.00,0.00,189196.00,Produce Inventory Purchase - M12,,FALSE
JNL1207,2,2025-06-15,ENT002,100,0.00,189196.00,-189196.00,Produce Inventory Purchase - M12,,FALSE
JNL1208,1,2025-06-28,ENT002,800,52425.00,0.00,52425.00,Monthly Payroll - M12,,FALSE
JNL1208,2,2025-06-28,ENT002,805,6291.00,0.00,6291.00,Monthly Payroll - M12,,FALSE
JNL1208,3,2025-06-28,ENT002,100,0.00,52425.00,-52425.00,Monthly Payroll - M12,,FALSE
JNL1208,4,2025-06-28,ENT002,330,0.00,6291.00,-6291.00,Monthly Payroll - M12,,FALSE
JNL1209,1,2025-06-28,ENT002,820,8500.00,0.00,8500.00,Store Operating Costs - M12,,FALSE
JNL1209,2,2025-06-28,ENT002,810,4200.00,0.00,4200.00,Store Operating Costs - M12,,FALSE
JNL1209,3,2025-06-28,ENT002,100,0.00,12700.00,-12700.00,Store Operating Costs - M12,,FALSE
JNL1210,1,2025-06-15,ENT003,110,221350.00,0.00,221350.00,Freight Service Revenue - M12,,FALSE
JNL1210,2,2025-06-15,ENT003,600,0.00,221350.00,-221350.00,Freight Service Revenue - M12,,FALSE
JNL1211,1,2025-06-15,ENT003,710,61978.00,0.00,61978.00,Fleet Fuel & Maintenance - M12,,FALSE
JNL1211,2,2025-06-15,ENT003,810,6500.00,0.00,6500.00,Fleet Fuel & Maintenance - M12,,FALSE
JNL1211,3,2025-06-15,ENT003,100,0.00,68478.00,-68478.00,Fleet Fuel & Maintenance - M12,,FALSE
JNL1212,1,2025-06-28,ENT003,800,69900.00,0.00,69900.00,Driver Payroll - M12,,FALSE
JNL1212,2,2025-06-28,ENT003,805,8388.00,0.00,8388.00,Driver Payroll - M12,,FALSE
JNL1212,3,2025-06-28,ENT003,100,0.00,69900.00,-69900.00,Driver Payroll - M12,,FALSE
JNL1212,4,2025-06-28,ENT003,330,0.00,8388.00,-8388.00,Driver Payroll - M12,,FALSE
JNL1213,1,2025-06-28,ENT003,890,4500.00,0.00,4500.00,Vehicle Depreciation - M12,,FALSE
JNL1213,2,2025-06-28,ENT003,210,0.00,4500.00,-4500.00,Vehicle Depreciation - M12,,FALSE
JNL1214,1,2025-06-15,ENT004,100,25000.00,0.00,25000.00,Property Rent Collection - M12,,FALSE
JNL1214,2,2025-06-15,ENT004,620,0.00,25000.00,-25000.00,Property Rent Collection - M12,,FALSE
JNL1215,1,2025-06-28,ENT004,895,5200.00,0.00,5200.00,Bank Facility Interest - M12,,FALSE
JNL1215,2,2025-06-28,ENT004,100,0.00,5200.00,-5200.00,Bank Facility Interest - M12,,FALSE
JNL1216,1,2025-06-28,ENT001,180,16000.00,0.00,16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1216,2,2025-06-28,ENT001,650,0.00,16000.00,-16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1217,1,2025-06-28,ENT002,880,10000.00,0.00,10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1217,2,2025-06-28,ENT002,380,0.00,10000.00,-10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1218,1,2025-06-28,ENT003,880,6000.00,0.00,6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1218,2,2025-06-28,ENT003,380,0.00,6000.00,-6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1219,1,2025-06-28,ENT003,180,8500.00,0.00,8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1219,2,2025-06-28,ENT003,600,0.00,8500.00,-8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1220,1,2025-06-28,ENT002,750,8500.00,0.00,8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1220,2,2025-06-28,ENT002,380,0.00,8500.00,-8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1221,1,2025-07-15,ENT001,110,188800.00,0.00,188800.00,Advisory Billings - M13,,FALSE
JNL1221,2,2025-07-15,ENT001,610,0.00,188800.00,-188800.00,Advisory Billings - M13,,FALSE
JNL1222,1,2025-07-28,ENT001,800,88500.00,0.00,88500.00,Monthly Payroll - M13,,FALSE
JNL1222,2,2025-07-28,ENT001,805,10620.00,0.00,10620.00,Monthly Payroll - M13,,FALSE
JNL1222,3,2025-07-28,ENT001,100,0.00,88500.00,-88500.00,Monthly Payroll - M13,,FALSE
JNL1222,4,2025-07-28,ENT001,330,0.00,10620.00,-10620.00,Monthly Payroll - M13,,FALSE
JNL1223,1,2025-07-28,ENT001,820,12000.00,0.00,12000.00,Operating Costs & Rent - M13,,FALSE
JNL1223,2,2025-07-28,ENT001,830,3500.00,0.00,3500.00,Operating Costs & Rent - M13,,FALSE
JNL1223,3,2025-07-28,ENT001,100,0.00,15500.00,-15500.00,Operating Costs & Rent - M13,,FALSE
JNL1224,1,2025-07-15,ENT002,100,330400.00,0.00,330400.00,Food Retailing Sales - M13,,FALSE
JNL1224,2,2025-07-15,ENT002,600,0.00,330400.00,-330400.00,Food Retailing Sales - M13,,FALSE
JNL1225,1,2025-07-15,ENT002,700,191632.00,0.00,191632.00,Produce Inventory Purchase - M13,,FALSE
JNL1225,2,2025-07-15,ENT002,100,0.00,191632.00,-191632.00,Produce Inventory Purchase - M13,,FALSE
JNL1226,1,2025-07-28,ENT002,800,53100.00,0.00,53100.00,Monthly Payroll - M13,,FALSE
JNL1226,2,2025-07-28,ENT002,805,6372.00,0.00,6372.00,Monthly Payroll - M13,,FALSE
JNL1226,3,2025-07-28,ENT002,100,0.00,53100.00,-53100.00,Monthly Payroll - M13,,FALSE
JNL1226,4,2025-07-28,ENT002,330,0.00,6372.00,-6372.00,Monthly Payroll - M13,,FALSE
JNL1227,1,2025-07-28,ENT002,820,8500.00,0.00,8500.00,Store Operating Costs - M13,,FALSE
JNL1227,2,2025-07-28,ENT002,810,4200.00,0.00,4200.00,Store Operating Costs - M13,,FALSE
JNL1227,3,2025-07-28,ENT002,100,0.00,12700.00,-12700.00,Store Operating Costs - M13,,FALSE
JNL1228,1,2025-07-15,ENT003,110,224200.00,0.00,224200.00,Freight Service Revenue - M13,,FALSE
JNL1228,2,2025-07-15,ENT003,600,0.00,224200.00,-224200.00,Freight Service Revenue - M13,,FALSE
JNL1229,1,2025-07-15,ENT003,710,62776.00,0.00,62776.00,Fleet Fuel & Maintenance - M13,,FALSE
JNL1229,2,2025-07-15,ENT003,810,6500.00,0.00,6500.00,Fleet Fuel & Maintenance - M13,,FALSE
JNL1229,3,2025-07-15,ENT003,100,0.00,69276.00,-69276.00,Fleet Fuel & Maintenance - M13,,FALSE
JNL1230,1,2025-07-28,ENT003,800,70800.00,0.00,70800.00,Driver Payroll - M13,,FALSE
JNL1230,2,2025-07-28,ENT003,805,8496.00,0.00,8496.00,Driver Payroll - M13,,FALSE
JNL1230,3,2025-07-28,ENT003,100,0.00,70800.00,-70800.00,Driver Payroll - M13,,FALSE
JNL1230,4,2025-07-28,ENT003,330,0.00,8496.00,-8496.00,Driver Payroll - M13,,FALSE
JNL1231,1,2025-07-28,ENT003,890,4500.00,0.00,4500.00,Vehicle Depreciation - M13,,FALSE
JNL1231,2,2025-07-28,ENT003,210,0.00,4500.00,-4500.00,Vehicle Depreciation - M13,,FALSE
JNL1232,1,2025-07-15,ENT004,100,25000.00,0.00,25000.00,Property Rent Collection - M13,,FALSE
JNL1232,2,2025-07-15,ENT004,620,0.00,25000.00,-25000.00,Property Rent Collection - M13,,FALSE
JNL1233,1,2025-07-28,ENT004,895,5200.00,0.00,5200.00,Bank Facility Interest - M13,,FALSE
JNL1233,2,2025-07-28,ENT004,100,0.00,5200.00,-5200.00,Bank Facility Interest - M13,,FALSE
JNL1234,1,2025-07-28,ENT001,180,16000.00,0.00,16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1234,2,2025-07-28,ENT001,650,0.00,16000.00,-16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1235,1,2025-07-28,ENT002,880,10000.00,0.00,10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1235,2,2025-07-28,ENT002,380,0.00,10000.00,-10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1236,1,2025-07-28,ENT003,880,6000.00,0.00,6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1236,2,2025-07-28,ENT003,380,0.00,6000.00,-6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1237,1,2025-07-28,ENT003,180,8500.00,0.00,8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1237,2,2025-07-28,ENT003,600,0.00,8500.00,-8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1238,1,2025-07-28,ENT002,750,8500.00,0.00,8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1238,2,2025-07-28,ENT002,380,0.00,8500.00,-8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1239,1,2025-08-15,ENT001,110,191200.00,0.00,191200.00,Advisory Billings - M14,,FALSE
JNL1239,2,2025-08-15,ENT001,610,0.00,191200.00,-191200.00,Advisory Billings - M14,,FALSE
JNL1240,1,2025-08-28,ENT001,800,89625.00,0.00,89625.00,Monthly Payroll - M14,,FALSE
JNL1240,2,2025-08-28,ENT001,805,10755.00,0.00,10755.00,Monthly Payroll - M14,,FALSE
JNL1240,3,2025-08-28,ENT001,100,0.00,89625.00,-89625.00,Monthly Payroll - M14,,FALSE
JNL1240,4,2025-08-28,ENT001,330,0.00,10755.00,-10755.00,Monthly Payroll - M14,,FALSE
JNL1241,1,2025-08-28,ENT001,820,12000.00,0.00,12000.00,Operating Costs & Rent - M14,,FALSE
JNL1241,2,2025-08-28,ENT001,830,3500.00,0.00,3500.00,Operating Costs & Rent - M14,,FALSE
JNL1241,3,2025-08-28,ENT001,100,0.00,15500.00,-15500.00,Operating Costs & Rent - M14,,FALSE
JNL1242,1,2025-08-15,ENT002,100,334600.00,0.00,334600.00,Food Retailing Sales - M14,,FALSE
JNL1242,2,2025-08-15,ENT002,600,0.00,334600.00,-334600.00,Food Retailing Sales - M14,,FALSE
JNL1243,1,2025-08-15,ENT002,700,194068.00,0.00,194068.00,Produce Inventory Purchase - M14,,FALSE
JNL1243,2,2025-08-15,ENT002,100,0.00,194068.00,-194068.00,Produce Inventory Purchase - M14,,FALSE
JNL1244,1,2025-08-28,ENT002,800,53775.00,0.00,53775.00,Monthly Payroll - M14,,FALSE
JNL1244,2,2025-08-28,ENT002,805,6453.00,0.00,6453.00,Monthly Payroll - M14,,FALSE
JNL1244,3,2025-08-28,ENT002,100,0.00,53775.00,-53775.00,Monthly Payroll - M14,,FALSE
JNL1244,4,2025-08-28,ENT002,330,0.00,6453.00,-6453.00,Monthly Payroll - M14,,FALSE
JNL1245,1,2025-08-28,ENT002,820,8500.00,0.00,8500.00,Store Operating Costs - M14,,FALSE
JNL1245,2,2025-08-28,ENT002,810,4200.00,0.00,4200.00,Store Operating Costs - M14,,FALSE
JNL1245,3,2025-08-28,ENT002,100,0.00,12700.00,-12700.00,Store Operating Costs - M14,,FALSE
JNL1246,1,2025-08-15,ENT003,110,227050.00,0.00,227050.00,Freight Service Revenue - M14,,FALSE
JNL1246,2,2025-08-15,ENT003,600,0.00,227050.00,-227050.00,Freight Service Revenue - M14,,FALSE
JNL1247,1,2025-08-15,ENT003,710,63574.00,0.00,63574.00,Fleet Fuel & Maintenance - M14,,FALSE
JNL1247,2,2025-08-15,ENT003,810,6500.00,0.00,6500.00,Fleet Fuel & Maintenance - M14,,FALSE
JNL1247,3,2025-08-15,ENT003,100,0.00,70074.00,-70074.00,Fleet Fuel & Maintenance - M14,,FALSE
JNL1248,1,2025-08-28,ENT003,800,71700.00,0.00,71700.00,Driver Payroll - M14,,FALSE
JNL1248,2,2025-08-28,ENT003,805,8604.00,0.00,8604.00,Driver Payroll - M14,,FALSE
JNL1248,3,2025-08-28,ENT003,100,0.00,71700.00,-71700.00,Driver Payroll - M14,,FALSE
JNL1248,4,2025-08-28,ENT003,330,0.00,8604.00,-8604.00,Driver Payroll - M14,,FALSE
JNL1249,1,2025-08-28,ENT003,890,4500.00,0.00,4500.00,Vehicle Depreciation - M14,,FALSE
JNL1249,2,2025-08-28,ENT003,210,0.00,4500.00,-4500.00,Vehicle Depreciation - M14,,FALSE
JNL1250,1,2025-08-15,ENT004,100,25000.00,0.00,25000.00,Property Rent Collection - M14,,FALSE
JNL1250,2,2025-08-15,ENT004,620,0.00,25000.00,-25000.00,Property Rent Collection - M14,,FALSE
JNL1251,1,2025-08-28,ENT004,895,5200.00,0.00,5200.00,Bank Facility Interest - M14,,FALSE
JNL1251,2,2025-08-28,ENT004,100,0.00,5200.00,-5200.00,Bank Facility Interest - M14,,FALSE
JNL1252,1,2025-08-28,ENT001,180,16000.00,0.00,16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1252,2,2025-08-28,ENT001,650,0.00,16000.00,-16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1253,1,2025-08-28,ENT002,880,10000.00,0.00,10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1253,2,2025-08-28,ENT002,380,0.00,10000.00,-10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1254,1,2025-08-28,ENT003,880,6000.00,0.00,6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1254,2,2025-08-28,ENT003,380,0.00,6000.00,-6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1255,1,2025-08-28,ENT003,180,8500.00,0.00,8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1255,2,2025-08-28,ENT003,600,0.00,8500.00,-8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1256,1,2025-08-28,ENT002,750,8500.00,0.00,8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1256,2,2025-08-28,ENT002,380,0.00,8500.00,-8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1257,1,2025-09-15,ENT001,110,193600.00,0.00,193600.00,Advisory Billings - M15,,FALSE
JNL1257,2,2025-09-15,ENT001,610,0.00,193600.00,-193600.00,Advisory Billings - M15,,FALSE
JNL1258,1,2025-09-28,ENT001,800,90750.00,0.00,90750.00,Monthly Payroll - M15,,FALSE
JNL1258,2,2025-09-28,ENT001,805,10890.00,0.00,10890.00,Monthly Payroll - M15,,FALSE
JNL1258,3,2025-09-28,ENT001,100,0.00,90750.00,-90750.00,Monthly Payroll - M15,,FALSE
JNL1258,4,2025-09-28,ENT001,330,0.00,10890.00,-10890.00,Monthly Payroll - M15,,FALSE
JNL1259,1,2025-09-28,ENT001,820,12000.00,0.00,12000.00,Operating Costs & Rent - M15,,FALSE
JNL1259,2,2025-09-28,ENT001,830,3500.00,0.00,3500.00,Operating Costs & Rent - M15,,FALSE
JNL1259,3,2025-09-28,ENT001,100,0.00,15500.00,-15500.00,Operating Costs & Rent - M15,,FALSE
JNL1260,1,2025-09-15,ENT002,100,338800.00,0.00,338800.00,Food Retailing Sales - M15,,FALSE
JNL1260,2,2025-09-15,ENT002,600,0.00,338800.00,-338800.00,Food Retailing Sales - M15,,FALSE
JNL1261,1,2025-09-15,ENT002,700,196504.00,0.00,196504.00,Produce Inventory Purchase - M15,,FALSE
JNL1261,2,2025-09-15,ENT002,100,0.00,196504.00,-196504.00,Produce Inventory Purchase - M15,,FALSE
JNL1262,1,2025-09-28,ENT002,800,54450.00,0.00,54450.00,Monthly Payroll - M15,,FALSE
JNL1262,2,2025-09-28,ENT002,805,6534.00,0.00,6534.00,Monthly Payroll - M15,,FALSE
JNL1262,3,2025-09-28,ENT002,100,0.00,54450.00,-54450.00,Monthly Payroll - M15,,FALSE
JNL1262,4,2025-09-28,ENT002,330,0.00,6534.00,-6534.00,Monthly Payroll - M15,,FALSE
JNL1263,1,2025-09-28,ENT002,820,8500.00,0.00,8500.00,Store Operating Costs - M15,,FALSE
JNL1263,2,2025-09-28,ENT002,810,4200.00,0.00,4200.00,Store Operating Costs - M15,,FALSE
JNL1263,3,2025-09-28,ENT002,100,0.00,12700.00,-12700.00,Store Operating Costs - M15,,FALSE
JNL1264,1,2025-09-15,ENT003,110,229900.00,0.00,229900.00,Freight Service Revenue - M15,,FALSE
JNL1264,2,2025-09-15,ENT003,600,0.00,229900.00,-229900.00,Freight Service Revenue - M15,,FALSE
JNL1265,1,2025-09-15,ENT003,710,64372.00,0.00,64372.00,Fleet Fuel & Maintenance - M15,,FALSE
JNL1265,2,2025-09-15,ENT003,810,6500.00,0.00,6500.00,Fleet Fuel & Maintenance - M15,,FALSE
JNL1265,3,2025-09-15,ENT003,100,0.00,70872.00,-70872.00,Fleet Fuel & Maintenance - M15,,FALSE
JNL1266,1,2025-09-28,ENT003,800,72600.00,0.00,72600.00,Driver Payroll - M15,,FALSE
JNL1266,2,2025-09-28,ENT003,805,8712.00,0.00,8712.00,Driver Payroll - M15,,FALSE
JNL1266,3,2025-09-28,ENT003,100,0.00,72600.00,-72600.00,Driver Payroll - M15,,FALSE
JNL1266,4,2025-09-28,ENT003,330,0.00,8712.00,-8712.00,Driver Payroll - M15,,FALSE
JNL1267,1,2025-09-28,ENT003,890,4500.00,0.00,4500.00,Vehicle Depreciation - M15,,FALSE
JNL1267,2,2025-09-28,ENT003,210,0.00,4500.00,-4500.00,Vehicle Depreciation - M15,,FALSE
JNL1268,1,2025-09-15,ENT004,100,25000.00,0.00,25000.00,Property Rent Collection - M15,,FALSE
JNL1268,2,2025-09-15,ENT004,620,0.00,25000.00,-25000.00,Property Rent Collection - M15,,FALSE
JNL1269,1,2025-09-28,ENT004,895,5200.00,0.00,5200.00,Bank Facility Interest - M15,,FALSE
JNL1269,2,2025-09-28,ENT004,100,0.00,5200.00,-5200.00,Bank Facility Interest - M15,,FALSE
JNL1270,1,2025-09-28,ENT001,180,16000.00,0.00,16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1270,2,2025-09-28,ENT001,650,0.00,16000.00,-16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1271,1,2025-09-28,ENT002,880,10000.00,0.00,10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1271,2,2025-09-28,ENT002,380,0.00,10000.00,-10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1272,1,2025-09-28,ENT003,880,6000.00,0.00,6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1272,2,2025-09-28,ENT003,380,0.00,6000.00,-6000.00,Intercompany Management Fee Incurred,ENT001,TRUE
JNL1273,1,2025-09-28,ENT003,180,8500.00,0.00,8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1273,2,2025-09-28,ENT003,600,0.00,8500.00,-8500.00,Internal Logistics Billed to Draynor,ENT002,TRUE
JNL1274,1,2025-09-28,ENT002,750,8500.00,0.00,8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1274,2,2025-09-28,ENT002,380,0.00,8500.00,-8500.00,Intercompany Freight Costs,ENT003,TRUE
JNL1275,1,2025-10-15,ENT001,110,196000.00,0.00,196000.00,Advisory Billings - M16,,FALSE
JNL1275,2,2025-10-15,ENT001,610,0.00,196000.00,-196000.00,Advisory Billings - M16,,FALSE
JNL1276,1,2025-10-28,ENT001,800,91875.00,0.00,91875.00,Monthly Payroll - M16,,FALSE
JNL1276,2,2025-10-28,ENT001,805,11025.00,0.00,11025.00,Monthly Payroll - M16,,FALSE
JNL1276,3,2025-10-28,ENT001,100,0.00,91875.00,-91875.00,Monthly Payroll - M16,,FALSE
JNL1276,4,2025-10-28,ENT001,330,0.00,11025.00,-11025.00,Monthly Payroll - M16,,FALSE
JNL1277,1,2025-10-28,ENT001,820,12000.00,0.00,12000.00,Operating Costs & Rent - M16,,FALSE
JNL1277,2,2025-10-28,ENT001,830,3500.00,0.00,3500.00,Operating Costs & Rent - M16,,FALSE
JNL1277,3,2025-10-28,ENT001,100,0.00,15500.00,-15500.00,Operating Costs & Rent - M16,,FALSE
JNL1278,1,2025-10-15,ENT002,100,343000.00,0.00,343000.00,Food Retailing Sales - M16,,FALSE
JNL1278,2,2025-10-15,ENT002,600,0.00,343000.00,-343000.00,Food Retailing Sales - M16,,FALSE
JNL1279,1,2025-10-15,ENT002,700,198940.00,0.00,198940.00,Produce Inventory Purchase - M16,,FALSE
JNL1279,2,2025-10-15,ENT002,100,0.00,198940.00,-198940.00,Produce Inventory Purchase - M16,,FALSE
JNL1280,1,2025-10-28,ENT002,800,55125.00,0.00,55125.00,Monthly Payroll - M16,,FALSE
JNL1280,2,2025-10-28,ENT002,805,6615.00,0.00,6615.00,Monthly Payroll - M16,,FALSE
JNL1280,3,2025-10-28,ENT002,100,0.00,55125.00,-55125.00,Monthly Payroll - M16,,FALSE
JNL1280,4,2025-10-28,ENT002,330,0.00,6615.00,-6615.00,Monthly Payroll - M16,,FALSE
JNL1281,1,2025-10-28,ENT002,820,8500.00,0.00,8500.00,Store Operating Costs - M16,,FALSE
JNL1281,2,2025-10-28,ENT002,810,4200.00,0.00,4200.00,Store Operating Costs - M16,,FALSE
JNL1281,3,2025-10-28,ENT002,100,0.00,12700.00,-12700.00,Store Operating Costs - M16,,FALSE
JNL1282,1,2025-10-15,ENT003,110,232750.00,0.00,232750.00,Freight Service Revenue - M16,,FALSE
JNL1282,2,2025-10-15,ENT003,600,0.00,232750.00,-232750.00,Freight Service Revenue - M16,,FALSE
JNL1283,1,2025-10-15,ENT003,710,65170.00,0.00,65170.00,Fleet Fuel & Maintenance - M16,,FALSE
JNL1283,2,2025-10-15,ENT003,810,6500.00,0.00,6500.00,Fleet Fuel & Maintenance - M16,,FALSE
JNL1283,3,2025-10-15,ENT003,100,0.00,71670.00,-71670.00,Fleet Fuel & Maintenance - M16,,FALSE
JNL1284,1,2025-10-28,ENT003,800,73500.00,0.00,73500.00,Driver Payroll - M16,,FALSE
JNL1284,2,2025-10-28,ENT003,805,8820.00,0.00,8820.00,Driver Payroll - M16,,FALSE
JNL1284,3,2025-10-28,ENT003,100,0.00,73500.00,-73500.00,Driver Payroll - M16,,FALSE
JNL1284,4,2025-10-28,ENT003,330,0.00,8820.00,-8820.00,Driver Payroll - M16,,FALSE
JNL1285,1,2025-10-28,ENT003,890,4500.00,0.00,4500.00,Vehicle Depreciation - M16,,FALSE
JNL1285,2,2025-10-28,ENT003,210,0.00,4500.00,-4500.00,Vehicle Depreciation - M16,,FALSE
JNL1286,1,2025-10-15,ENT004,100,25000.00,0.00,25000.00,Property Rent Collection - M16,,FALSE
JNL1286,2,2025-10-15,ENT004,620,0.00,25000.00,-25000.00,Property Rent Collection - M16,,FALSE
JNL1287,1,2025-10-28,ENT004,895,5200.00,0.00,5200.00,Bank Facility Interest - M16,,FALSE
JNL1287,2,2025-10-28,ENT004,100,0.00,5200.00,-5200.00,Bank Facility Interest - M16,,FALSE
JNL1288,1,2025-10-28,ENT001,180,16000.00,0.00,16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1288,2,2025-10-28,ENT001,650,0.00,16000.00,-16000.00,Intercompany Management Fees Charged,GROUP,TRUE
JNL1289,1,2025-10-28,ENT002,880,10000.00,0.00,10000.00,Intercompany Management Fee Incurred,ENT001,TRUE
